,rate,text
48,2,"The one where Percy discovers that he has something a little more serious than ADHD and a bad school record: He actually has a destiny from his father, a Greek god.

I read this only semi-voluntarily; my mother had gotten it for my nine-year-old, and then begun to worry that it might have something inappropriate in it. If I hadn't been providing parental supervision, I wouldn't have finished it.

The chapter titles are marvelous (""In Which I Accidentally Vaporize My Pre-Algebra Teacher""), but that sense of humor isn't evident anywhere else. And -- look, I'm certainly not going to say that 's character-building and world-building are flawless, but they're There's more happening in the small corners of one chapter of Harry Potter than in this entire book.

The characters are flat collections of motivation+conflict with no eccentricities. The world is as thin as a stage set; there's nothing there that doesn't serve a purpose, nothing that's been tossed in just from the sheer joy of creation.

For the record, I didn't find anything I considered inappropriate for a nine-year-old. I just thought it was boring."
49,2,"Kids these days! They are obsessed with this series, but I mostly just found the opening volume flat and dull. The Harry Potter comparison is the obvious one to make, and as several other reviewers have pointed out: even at J.K. Rowling’s CAPSLOCKY worst, her books are bursting with more imagination and world-building on a single page than Riordan manages in his entire tale. The M.O. of this story seems to be “demigod preteens go somewhere, something mythological shows up.” These cameos aren’t particularly imaginative or revealing—Medusa has a fruit stand/roadside shop with a statue garden! Blah blah—nor are the main characters dynamic enough to make me really care. So it’s not bad—it’s just . Okay, fine—I can keep showing kids where we keep the series in the shop; I don’t have to read it."
50,2,"I could see that Rick Riordan had a bud of potential when he struggled to write this book. But as soon as I got into it, Riordan stomped on that bud and ripped those roots out of the ground in a flash. Don't get me wrong, this book has humor, suspense, adventure, etc. But the author laid everything out flat, thinking that kids wouldn't be smart enough to look over the hills. Some children are actually capable of inference and context clues. (I know! Shocker!)
Another thing, either I'm an old, blind, dumb man or there was no character development for Percy whatsoever. Maybe he grew without my mind comprehending it. But Percy seemed like the same loser who happened to gain some friends along the way. That bothers me. Character development is critical if you want the reader to relate with the character better. Humans learn from their mistakes. Learning=changing. I expected Percy to change in the next book, Sea of Monsters. As far as I could tell he hadn't changed one bit.
Overall this book wasn't too terrible. I did expect a little more from the author but it's okay."
51,2,"My siblings had been recommending this series for a while, so I decided to give the first book a chance. It was about this boy (Percy) who discovered that his life was pretty weird. After a couple of really weird things happened to him, he was sent off to a demigod boot camp! He gets sent off on a quest and the rest of the book is about that quest. I personally didn't really enjoy the book just because imaginary things aren't my favorite genre, and when I read books, I like to be able to imagine exactly what everything in the book looks like and this book made that pretty hard. I won't be reading the rest of the books, but at least I gave it a try. The author is really talented with these types of books, and I'm not saying the book is bad, it just doesn't interest me."
52,2,"A lot of people ask me why I don’t like this book, since kids love them, so I decided to leave a review.

First, I think the main qualification of being a high quality young adult or children’s work of literature, is the book needs to still be enjoyable and appealing to adults. If your main goal in reading is page-turning, adrenaline rushes, this book might appeal to you - for the first 3-4 chapters - until you realize that almost every chapter repeats itself in the same sequence and then becomes gruelingly predictable: main character encounters a weird person, weird person turns out to be a bad guy, bad guy tries to kill him, main character narrowly escapes death, and repeat ...

There is no depth here. Minimal character development. No real moral lesson. In short: it’s twaddle."
53,2,"While it steals from the Classics, this will never be a classic. This is a thoroughly mediocre book. The underlying idea is good enough - a modern day revisiting of Greek myths. The first person perspective could be an interesting choice. However, the incredibly unoriginal treatment steals significantly from the Harry Potter series then adds large chunks of silly pop culture references that will make this book seem dated in a couple of years. The juvenile sense of ""humor"" also drags this book down. This is a flavor of the month that will fade away just like the disposable Top 40 hits it mentions."
54,2,"Alright. So, I have read this before but I decided to give the series another try. Still not liking it. Don't like the characters, the action was so random and unimportant. Percy was stupid and uninteresting. Annabeth was unlovable. She didn't have a personality outside of rude and blah. Grover, however, was likable. I too eat when I am stressed. The action came at random spots and barely seemed to contribute to the story. All in all, this really wasn't a good book. I'm going to try and finish the series, but I don't know if I will be able to make it."
55,2,"While I genuinely like greek mythology and everything that surrounds it, this book was a bit hard for me to get through. Perhaps because I am not the exact target audience, but alas. I liked the book and I will certainly continue reading the series. Just hoping that i'll like the rest a little bit more."
56,2,"I had such a rough time with this book. It was too cheesy for me, I am blown away by how much kids love it- and that's really all that matters. It made a fabulous tween program and now I know enough to do a good recommendation to a kid."
57,2,Do yourself a favor and leave this one to the 8 year old boys. 😩
58,2,"Pretty dull for an adult, but probably great for a 10 year old."
59,2,It wasn't definitely my right time to read this book.
60,2,"The writing was flat, the story was cliche, it all felt so déjà vu and I struggled to finish."
61,2,am I human?
62,2,"Look, I do my star ratings by how much I enjoyed the book, not as a measure of its objective worth, so don't come for me. This is obviously a your mileage may vary scenario. But I really, really didn't enjoy reading this book. I struggle with first person perspective at the best of times and I just didn't like being in Percy's head. Also, the whole ""old, ugly woman = evil monster"" trope got old really quickly. If this hadn't been a bookclub pick I would have DNFed quite early on. Ah well, can't enjoy them all."
63,2,"This was lost on me, it was just ok. Mostly, I was put off by the portrayal of disability and the awful language they used to describe it: weak, powerless, crippled, stupid, wheelchair bound, but wait, just kidding - they’re not disabled, the disability is fake to hide their magical skills. It’s so over played. This was flagged as notable to me because Percy has ADHD and a learning disability, but even that is just hidden magical whatever. Why couldn’t they be magical, powerful, and disabled? This doesn’t promote acceptance, it’s just ablest nonsense."
64,2,
65,2,"I think I would've enjoyed this much more if I read it 8 years ago. I'll continue this series for the Greek mythology contents, and in the hopes that it'll get a little more mature."
66,2,"2.5
I talk about this book some in my May reading wrap-up here: https://youtu.be/0Z4ex5vrn7k"
67,2,"2,5
Totalnie nie mój styl ..."
68,2,Sorry but it was overhyped 😐 I like Percy tho
69,2,"I struggled with the adolescent American Demi-god voices. The pronunciation…ick!
To be fair, the actual story is excellent. But for me, when it comes to Greek mythology, I’ll stick with Stephen Fry."
70,2,"2.5
byłam prawie pewna że pokocham ta serie i jest mi przykro że tak się nie stało. całościowo się wymęczyłam (może zrobię drugie podejście po polsku). ego top percy’ego mnie denerwowało. nie zżyłam się z żadnym bohaterem przez co nie mam ochoty śledzić ich dalsze losy. choc musze przyznać, że w bardzo przystępny sposób może zaznajomić z mitologia.
jestem ciekawa jak odebrałabym ją kilka lat temu."
71,2,Sorry I’m just so done with this haha. Read this for my young adult fiction class.
72,2,*2.5 stars*
73,2,"Heroes, quests, monsters, demigods and an ample sprinkling of teen wit. A 57 year old man who dislikes fantasy novels is clearly not the target audience for The Lightning Thief."
74,2,Perc Jackson gat gat gat gat gat ga gat gat grrrrat brrr ah da da da ru ru ru ru wooo
75,2,"2 stars for adults - formulaic, no depth, no interesting relationship development. Maybe 3 stars for children.

STORY BRIEF:
Percy is dyslexic with ADHD. His mother raised him alone. He doesn’t know who his biological father is. Odd things have happened to him but he never questioned them. At age eleven a minotaur attacks Percy and his mother causing the mother to disappear. Percy ends up at Camp Half Blood where he discovers that he is a godling (child of a Greek god father and a human mother). The other kids there are also godlings. Each child has talents and skills relating to their Greek god parent. As godlings age they have stronger vibes which draws monsters to attack them.

Someone has stolen Zeus’ master lightning bolt. Percy is selected to go on a quest to get it and return it to Zeus to avoid a war among the gods. Grover and Annabeth accompany Percy. They are given some magic objects to help them, for example a hat that makes one invisible, and a pen that turns into a magic sword. As they travel to get the bolt, monsters attack them on a regular basis.

REVIEWER’S OPINION:
This book is extremely similar to the Harry Potter stories - just change wizards to godlings. I loved the Harry Potter books, but when I read this book I was bored. But I could see reading it to a child under the age of eleven. The main character Percy is a little slow and doesn’t figure things out very quickly. So I could see a child guess things before Percy does and feel good about it. But I haven’t read it to a child, so I’m not sure about this.

It reminded me of children’s computer games where the character is on a quest. To solve the problem the character must travel to different locations and do tasks to get trinkets. When they get all the right trinkets the problem is solved and they get the main prize. But it was missing the character development, depth, and creativity that Harry Potter had. It was mostly kids on a journey and when fighting a monster they’d yell at each other “run.”

Throughout the journey Percy gets clues in the form of riddles. The oracle tells him where to go, and then tells him he won’t succeed with part of it but doesn’t explain. Later another fantasy creature tells Percy something that helps but also creates some unknown. These sources are supposed to be helping Percy, but they give him riddles to be solved. What kind of help is that? Why don’t they just tell him what they know? But that is me. To a young child it’s probably fine. I do not recommend it for teens and young adults. But it’s better than nothing, so if interested they might try the first book from the library and see how they feel.

Yes, there were riddles in the Harry Potter books, but they didn’t bother me the way the riddles here did. Riddles can be fine. I’m not against riddles. I think it had something to do with other things in the story not working for me.

It’s told in first person by Percy which did not appeal to me. He sounded like a typical contemporary eleven-year old using slang such as “that sucks” and “wwwwwhatever.” I didn’t care for the narrator, but that was personal preference. I kept wondering what his accent was. He said bit, ind, and ixactly (instead of but, and, and exactly – the generic TV speak which I’m used to).

DATA:
Unabridged audiobook length: 10 hours. Narrator: Jesse Bernstein. Swearing language: none. Sexual content: none. Setting: current day mostly U.S. Book Published: 2005. Genre: children’s fantasy fiction."
76,2,"- Letture per il nipotame -
Il problema non è tanto il suo essere derivativo (Harry, Hermione & Ron go to the summer camp + American Gods for children + Saint Seiya).
Il problema è che fa veramente poco per nasconderlo, e che Riordan non ha lo stile piacevolissimo della Rowling (o i traduttori sono meno dotati, in questo caso non vedo nulla che possa spingermi a leggere l'originale).

Punto a suo favore, ed è un grosso punto, l'interesse che può facilmente generare verso la mitologia greca. Ma, a pensarci bene, sarebbe bastata Pollon..."
77,2,"Wanted to give this book another try after hearing repeatedly how much better the series and the author's works in general get when it comes to diversity later on. And I enjoyed myself enough this time around to give it a second star, mostly because the three main characters are so likeable and fun to read about (Percy himself took a while to grow on me, but he did).

In addition to my complaints mentioned in the original review below, what also bothered me this time were some rather... unfortunate... phrasing (""crippled"", ""wheelchair-bound"" (for a character who is also just
), describing darker skin as ""chocolate"" etc.) and the repetitiveness of the plot in the middle part of the book where the protagonists stumbled from one short encounter with a mythological beast to the next short encounter with a mythological beast with little to set them apart.

I did, however, really like one bit near the very end, namely that
, which is much more than I had expected from this book at this point.

- - -

Original review from March 2014 (1 star):

It's not a book I suppose, but even after 45% (or whatever the equivalent is in page numbers) there's just nothing there to keep me interested and more than a few things that annoy me to no end. From the little bits that I chalk up to personal preference (like me being driven up the wall by the ""America is so amazing, it's the True Heart of the West"" explanation for why this story about Greek gods in modern times takes place in the US instead of, oh, I dunno, Greece) to other bits such as there being a grand total of one sympathetic female character in the first half of the book who doesn't get fridged. Add to that that the narrative structure doesn't appeal to me and I have to wonder why I even read this far. (I blame the chapter titles. Those are kinda fun.)

Other things I didn't like:
- the narrative voice. Percy-the-narrator sounded less like a kid telling us his story and more like a middle-aged man desperately trying to sound like a kid telling us his story. I read Animorphs ffs and I still can't put up with this.

- the utter predictability of it all. And before someone says anything, yes of course I know this is a kids book. I read plenty of those that manage to pull what are essentially predictable plots off with more elegance.

I've heard that the series gets better later on, but the thing is, at this point I just don't care.
Oh well. Lots of other fish in this sea of books."
78,2,2.5
79,2,"Gostei das tramas envolvendo os deuses, bem novelão mexicano, mas acho que já tô velho pra acompanhar a jornada do Percy. Não consegui me envolver :("
80,2,"This was a thoroughly irritating reading experience for me. I was literally gritting my teeth at points, which is particularly disappointing because I came in expecting to enjoy myself.

The concept is so promising (I love me some modern twists on mythology) and I've been meaning to read it for quite some time. But within the first chapter I knew that me and this book were going to have problems. Most notably because of Percy's narrative voice.

First person narration can be used to great effect but it takes significant talent, particularly when the narrator is a child. But throughout this book Percy's voice never felt authentic let alone likeable. Every joke cracked and most every thought Percy has felt as if it had first been forced through a ""Kids are dumb right?"" meat grinder. Annabeth (poor man's Hermione) and Grover (even poorer man's Ron) each possess a single motivation and otherwise felt flat.

I know I sound like a curmudgeon, and this book did make me feel like a joyless old man at times. But many of my favourite books (and many of the books I read to this day) are classified as YA/childrens literature. Having an intended audience is no excuse to treat the reader like a moron. There is a line between writing for children and writing AT children (ie. catering) and this book crosses/pole-vaults over it.

What's worse is that because I was forced into Percy's head I became painfully aware of the fact that Percy NEVER REACTS APPROPRIATELY TO ANYTHING! Every single situation, from near death experiences to the apparent deaths of those close to him, feeds through Percy's demi-god brain with a levity that never stopped pissing me off. I will admit that I shouted at Percy several times.

None of this was helped by the fact that I listened to the book and the audiobook narrator made a number of performance choices that grated on my nerves. But I still place the majority of the blame for my woes on the writing of Mr.Rick Riordan.

If you're looking for an unfailingly pleasant romp of a read, or you're willing to overlook a lot for the sake of the cool premise, go ahead. But I went in with those thoughts in mind and was still repeatedly frustrated."
81,2,"★★☆☆☆ / 2

The first thing that came to my mind while reading this was: “I would have loved this so much if I was a kid”.

And that was my whole experience in a nutshell with this book.

Percy Jackson was entertaining, funny and easy to read, and that’s it. I’m an avid reader since I was very young but I managed to skip reading “classics” like , , etc… And that applies to Percy Jackson’s books.

Despite not being the biggest fan of Harry Potter, I liked them a lot more than this one.

But, I must say, my biggest problem was another. I didn’t really remember much about the movie,

I get it, they sell you the Gods move around the world, and it could make sense, but WHY everything is in the United States? Am I really the only one who was extremely irked about this?

In my mind I couldn’t stop picturing this scenario in which I would write about other country mythology, like Japan, Russia… and just say I feel like I would have been heavily criticized?

I just couldn’t shake the feeling and it bothered me all the book."
82,2,"2.5 stars - The writing was good and it's not a bad story, but it just wasn't my cup of tea. It's very clear that it's a book for middle grade boys. I couldn't find any character I could relate to, and it's definitely a very action-driven story rather than character-driven, which is what I like. It was just one event after the other, and I never got emotionally invested or cared. I listened to it as an audiobook and might have even DNF'ed it but didn't have anything better to listen to. The narrator, Jesse Bernstein, was amazing though and I wouldn't mind listening to other stuff by him (but looking on Audible, he hasn't narrated any other book that I'm interested in, sadly).

I do LOVE that we get a book with a main character who has ADHD.

I won't be continuing with the series, but I may watch the movie.

Just a few random notes:
- I didn't like the depiction of Ares. Just the way the narrator voiced him and the way he kept calling Percy ""punk,"" I felt like he was just a random biker dude... and that's exactly the way the author ended up describing him. I feel like Wonder Woman had a much better depiction of Ares (but of course, the Wonder Woman movie came out like 12 years after this book was published). I just couldn't take Ares seriously for most of it.
- Why would Dionysus, a ~god~, spend a year teaching at a middle school just to keep an eye on Percy? I don't get it. You'd think ~gods~ have better things to do, but then again, I guess that's one of my bigger problems with the entire book.
- Slightly unbelievable that three pre-teens could travel cross-country from NY to CA all by themselves. (Given, Grover is 25 but like a 12 year old? That's another problem. We have a 25 year old friends with a 12 year old.)
- And more I can't remember right now."
83,2,"I can't say that it's amazing nor lousy. So I think I'll have to settle into so-so

I tried hard not to think of Harry Potter while reading but I can't help it.. the similarity is just overwhelming. That I had to repeatedly remind and correct myself that the heroes name were Percy, Annabeth and Grover, not Harry, Hermoine and Ron respectively. And that they were divided according to their cabins and who's their parents are and not into houses or their ability. and most annoyingly that it is , not . It is a place not !

Even Percy's appearance, hello, black hair? Green eyes? I'm pretty certain I already met someone with the same descriptions but under a different name, in different pages of a different book penned by a different author. Sigh.

Percy Jackson and the Olympians and Harry Potter. Different books but the story is startlingly the same.

But what it failed to capture is the magic the boy wizard had cast to it's readers, or to me, for all I can remember from this book is it's just a great copy of a story I had grown to loved. i guess if i read this before HP i might have a different reaction/reception to this book, after all, it was a fun and quick read. HP was just better.

X'cess: while reading I had imagine Daniel, Emma and Rupert as the three leads. Lol. Even imagined Cerberus as Fluffy."
84,2,"SO . . . I would have given this book a 3 star BUT all the talk about marriage not being important brought my rating down to a 2 star. I know, I'm a total prude -- but seriously!! I was really bothered by this conversation:

Percy ""I thought she was married to somebody""
Grover ""What's your point?""
Percy ""So they have a thing going""
Annabeth ""That's old gossip Percy""
Percy ""What about Aphrodite's husband?""
Annabeth "". . . well he isn't exactly handsome. Clever with his hands, and all, but Aphrodite isn't into brains and talent, you know?""

This is just one of many examples that really bothered me as a Christian mother who believes in complete fidelity in marriage. Not to mention that ALL of the children are conceived in this book by one of the God's sleeping with Girl/Boyfriends and not committing to the relationship. And then there is Percy's mother who got married ONLY to protect her son, not because she cared for his step dad at all. I know that all of you are probably rolling our eyes at my review but I just couldn't get over this attack on marriage. I STONGLEY feel that there are soooooooooooo many other books that teach values that are worth reading about.

Aside from the attack on marriage in this book I felt this book was subpar. I was not impressed with the story line and there were only a few pages where I was draw in (mostly the high action parts of the story line)."
85,2,"I can't say that I had high hopes for The Lightning Thief, but I was expecting something mildly entertaining that I could hand a pre-teen without any qualms. I chose to listen to the audiobook, and ended up putting it aside about halfway through.

The Plot: Percy gets in trouble at school. A lot. Percy gets attacked by an evil school teacher and defeats her with a pen-sword. Percy gets attacked by a minotaur and defeats him with his own horn. Percy finds out he's the son of one of the Greek gods. Percy has some emotional issues with this. Percy finds out Zeus's thunderbolt has been stolen and it must be returned or VERY BAD THINGS will happen. Percy (who is twelve, btw) is sent to find the lighting bolt by a bunch of adults who think it's a great idea to send a kid to do something they can't. Danger, explosions, drama, etc, etc, win, YAY.

Pro: It was better than the movie.
Con: The movie was really, really terrible.
Pro: Percy's devotion to his mother is both admirable and touching.
Con: Percy is the most obnoxious young character I have read in a long time.
Pro: The Greek gods are cool!
Con: Well, they used to be. Riordan's version leaves them flat and utterly uncompelling.

While I can see why young readers would enjoy this novel, I can't say that I recommend it."
86,2,"Considering that I'll read anything that has anything to do with Greek mythology, it wasn't going to take me long to get around to reading this.

A fast-paced run through the pantheon of the gods and other mythic characters, dealing as it does with Percy - half-blood son of one of the big three (although it's staggeringly obvious who's son he is, I won't be mean and spoiler for any of those who haven't yet read it) as he discovers who he is and is sent on a quest to retrieve Zeus' stolen thunderbolt.

You can definitely tell that this is a book intended for young adults and the humour and writing style employed would be a good way of engaging with most young teenagers, but it all felt a little too superficial for me, and the way things were quickly encountered, despatched and then straight off to the next felt a little like the book itself had attention deficit disorder. That said, I did enjoy some of the incarnations of the gods, and trying to guess who was up next.

Great for teenagers, but I won't be concerning myself with reading any of the follow ups."
87,2,"Not very good.

This series is quite popular, but the first book was not very edifying. Positively, it gets you to hate evil, whether you find it in gods or mortals. The bad guys are really bad. You learn about the Greek gods in an entertaining way. It throws in lots of info about Greek mythology, actually bringing the whole story into modern day New York.

It brings the worldview, too. Gods are just stronger and bigger flawed humans. They fight each other so nothing is for sure in life, with their arbitrary plans always changing. Humans are pawns of the gods.

It's one thing to study this worldview, but another to assume its truth personally while identifying with the main character living it. Maybe helpful in an Ecclesiastes kind of way: experience how chaotic and uncertain life must feel for atheists or polytheistic pagans. No sure anchor.

Nah. Lots of better reading out there."
88,2,"2,5⭐️
não gostei o plot twist foi bem ruim e o final também.
dei duas estrelas e meia pq gostei dos personagens mas a história em si não me prendeu."
89,2,"I liked this book alot. The concept was fantastic, and it's probably one of the only fantasy books i like. However, i think it could have been executed better. The story was fun, fast paced, and exciting, but i thought some of the ideas were silly and/or offensive. It feels to my like it implys that dyslexics are dyslexic because they are semi-immortal people who are being hunted down by monsters. It insults people with dyslexia and ADHD. At least, it feels like that to me. The chapter titles are FANTASTIC, the speech is funny, and the ideas are great, but it's just not perfect. I would easly recommend this book to anybody.

EDIT: 5 years or so later I'm keeping this review up since its seemingly the only in-depth review I've ever written AND I love the fact that I was totally calling out casual ableism in 8th grade"
90,2,"Some young adult books appeal to both kids and adults, some should just be read by kids. I think this one falls into the latter category. It was definitely action packed, but I was bored by most of the action. I wanted character development and deeper moral questions. The jokes felt cheap and forced to me, but I could imagine my nieces reading them and cracking up. I was also annoyed by the way it seemed to copy the Harry Potter series and annoyed that Percy continually mentioned his dyslexia and ADHD even in the midst of battling monsters and gods. But at the same time I can see that its a good book to appeal to kids and teach them Greek mythology.

Thanks to my niece Sofie for lending me her copy of this book. Don't worry Sofie, I didn't lose your page!"
91,2,"My 9-yr-old nephew loved this series, and as I was reading it I could understand why. There's plenty of action and adventure, and the pacing jumps from action to action. As an adult, I did find it mildly entertaining, but I also found my mind drifting. For me, action on its own is too shallow. I need character development and relationships that evolve. I need characters who think a little bit. As a child, I enjoyed books that included those aspects as well, though, so I don't believe it's just that I've grown up. I never was a boy, so maybe that's it.

I did try starting the second book, but the action took right off again and I realized that I just wasn't interested enough. It made me tired."
92,2,"As much as I love Greek mythology themed books I didn't like this book as much as I thought. I had really high expectations because almost everyone loves these books and I've heard nothing but great things and well for me I didn't really like it. I did find it interesting and different & the storytelling was great but for some reason I didn't connect to the book. Maybe because the writing was just a little too simple for me and youngish. I don't think I will be continuing on with the series, I just don't see the point in continuing if I didn't love it. I just think this book was a little to young for me, I don't know, I am an old soul, so. And I am actually mad at myself that I didn't like it as much as I'd hoped. But I do see why people like this series, I guess it's just not for me."
93,2,"Hace bastante tiempo tenía ganas de leer éste libro porque siempre lo comparan con Harry Potter y soy muy fan de esa saga.
Ahora por fin lo terminé de leer y creo que esperaba más de este primer libro.
De todas formas me gustó porque se aprende bastante de mitología y además, me incentivó a buscar más información por mi cuenta. También es bastante gracioso, cosa que lo hacía menos denso por momentos porque me costaba muchísimo seguir con la lectura y no dejarlo.
Lo que sí, terminé antes ""Las pruebas de Apolo"" (aunque digan que no es recomendable por los spoilers, ya sé, ya sé..) me gustó mucho más que ""El ladrón del rayo"" y creo que es la única razón por la que voy a seguir leyendo estos libros..."
94,2,"I didn't really like this book, i think that the movie is better. The characters were good, but i think the real reason that i didn't like this book too much was because it was recommended for 12 year old boys, and for starters, i'm a girl, and i'm older than 12. So i think i might have enjoyed it better if i read them younger, but...
It was sooooo different from the movie, that i'm not even going to start. i think, like, two of the things were the same, but anyway. The directers from the movie had a different (And in my opinion, better.) idea for the story.


I recommend this book for people who liked the Harry Potter series, Teen Fantasy fiction and Greek gods."
95,2,"Note: I'd rather give this a 2.5 star rating, but that's not an option.

So, Percy Jackson. I made the mistake of reading this and expecting something, well, more mature and complex. Was it dramatic and surprising? No. Was it cute and funny? Yes.

I think, in order to fully grasp this book, one must approach it as it is, or read it while they are young. I was searching for epic plot-depth and mega character-development, but that's not this book. And that's okay.

The best part of the book? Percy and his mother's love of blue food. That stuck with me. I made blue chocolate-chip cookies, and they were fabulous.

Rating: PG"
96,2,"I can't say I read the book completely since I was reading a page and skipping the next 10, but oh well. I'm not a fantasy book fan therefore this was one of the most boring books I've read. I don't like the concept of unrealistic stuff such as dragons, and super powered gods. It has been recommended for me many times, so I thought I should give it another try. I tried reading as much as possible because it's not fair to give my review on it without reading the whole book, but I have failed. I should never attempt to read fantasy again."
97,2,"I was so disappointed by how little I felt for this book. I may have enjoyed it more if I read it first when I was younger, but when I read it I couldn't get past what felt like underdeveloped characters. They weren't even necessarily underdeveloped, but there was an emotional complexity I found very lacking. Now, I understand this book is for children, but I still found some of the writing felt too empty and was missing depth. A lot of the lines in the book struck me as unoriginal. The storyline was interesting, but the execution failed to captivate me."
98,2,"The first book in the Percy Jackson series is a fast moving, action packed YA novel that makes for some fun reading. I read it at the same time as my daughter (I like to read what she is reading), and it does have some great moments. Even though I know it's a fantasy novel, I had a hard time getting into a world in which the Greek gods are a reality and that there a large numbers of demigods running around because they keep having children. It was a fun, quick read though."
99,2,"A fun first installment in a series I'm only just getting around to! I don't really love urban fantasy/low fantasy, but this was innocent and charming enough that I'll read on in the series. I like the naive, earnest nature of the characters and enjoyed the way that mythology was woven into the story. Definitely rough on the writing and plotting aspects but I'm hoping it'll improve with the next book."
100,2,"Okej nej. Denna förstår jag inte. Två pojkar där den ena sägs vara ""den rätta"", den andra inte lika smart och en flicka som är super smart. Låter bekant. De ska föreställa att vara 12 år och det stämmer inte överens med hur de resonerar men samtidigt förstår jag inte hur de kan vara så långsamma på att addera två och två. Så tråkigt eftersom många tycker om den. Känner mig tvungen att läsa vidare på serien bara för att se om den går att räddas."
101,2,"This is a fine book for kids, and I think I would have enjoyed reading it out loud, but my kids are old enough to read their own books now. They both liked this series, and I appreciate the fact that it piqued my younger son's interest in Greek mythology.

As far as my personal reading experience, I didn't find here whatever magic makes the Harry Potter books transcend the YA category."
102,2,Dili daha önce okunan diğer kitaplardan sonra çok basit gelse de çeviri gayet akıcı ve keyif verici olmuş. Fantastik romanlara yeni 'giriş' yapan ve yaşı ufak kişilere tavsiye edebilirim. Zaten o dünyaya girmiş birisi bu kitabı okumadığı için bir şey kaybeder mi? Bence hayır. Keyifli okumalar.
103,2,"C'est vrai que ça fait HP à la sauce greco-romaine... j'adore la mythologie alors je signe pour cette série! Par contre pas mal d'incohérences et de précipitation pour ce premier tome, j'attends de voir la suite!"
104,2,"Oodles of fun! I shall most assuredly continue on with the series.












I just watched the film...Yeah. No."
105,2,Nice easy nostalgic read
106,2,2/5 stars
107,2,"I thought that this was going to be really good but didn't really like it. A twelve year old can easily take out the god, Ares? I disagree..."
108,2,"""I am sorry you were born, child. I have brought you a hero's fate, and a hero's fate is never happy. It is never anything but tragic."""
109,2,Proof that I am old.
110,2,Will pick up the rest of the series. 2.5 stars.
111,2,"Meh. I didn't really like it. Sorry, Percy Jackson fans!!"
112,2,I would have enjoyed this more if I would have read it when I was younger. I'm still glad I finally read it.
113,2,"2,5 stars

Gaaah, I am so disappointed and sad.



The ""Percy Jackson"" series has been on my to-read list for far too long, and honestly, I was expecting to love this.

I mean, a fantasy world based on Greek mythology?

Yes, please!

The gods running around being horn dogs and creating a whole bunch of confused demi-gods?

Yes, please!

A young main character who has to venture out on a dangerous quest to save the immortal world from civil war?

Yes, please and thank you.



Sadly, the book is sooo poorly written.



The plot moves at about a hundred miles an hour, leaving almost no space at all between the crazy action scenes, and no space for the characters to properly develop.

Additionally, the believability of the plot hinges on so many premises that are depressingly poorly worked out.

When creating a world that needs saving by an eleven year-old, you really need to create some rules and boundaries for that world that make a child's quest believable. Riordan, sadly, fails here. There is a whole cornucopia of plot holes that show Riordan simply hasn't spent enough time building his story.

Everything is also too easy for our heroes. Percy, particularly, who is entirely inexperienced (and spends less than a week training before his quest begins), should experience more difficulties in dealing with gods and supernatural beings who have, quite literally, been around for several millennia. If these beings are so easily tricked or beaten by eleven year-olds, they lose most of their ability to frighten and end up being comical rather than scary.

This is a problem that saps most of the tension out of the book, because you aren't actually worried that the heroes might fail.



The characters aren't too bad, but, as mentioned above, there isn't enough time to get to know them in between the constant action sequences.

Additionally, Riordan's trio of youngsters has a few too many similarities with another famous trio.

A troubled, black-haired hero thrown into a magical world of which he has previously been ignorant? A slightly comical best friend who, despite fears and misgivings, finds his courage and joins the hero in his adventures? A brainy girl without whose knowledge the quest cannot succeed?



The similarities to Harry Potter don't end here, and it's a little frustrating that Riordan didn't try just a liiittle bit harder at lending his characters some originality.

That being said, the dynamic between the three is entertaining, and I do think they work well as a literary trio.



The world is intriguing, but desperately needs more building up, and it also needs more clear-cut rules and limits.

There are, for instance, obviously limits to the gods' powers, but these limits are not made clear, and, as a result, their need for ""heroes"" to do their work for them becomes less than believable.

I the idea of bringing Greek mythology into the 21st century, but again, the whole concept simply isn't sufficiently built up. And the excuse for the gods' move to the US was flimsy.



Riordan's prose was probably my favourite part of this. It's not the most interesting thing in the world, but it's quippy and entertaining, and the writing flows really well.

To sum up, I feel like this first instalment in the ""Percy Jackson"" series would have benefited greatly from an editor who sat Riordan down and went, ""Look, I get that you like action sequences. But why don't we cut about five of them and make some room for proper world building and character development? Not to mention give your main character some time to get to know the ropes of the magical world he's about to be flung into, thus lending his quest a smidge of believability?""

All that being said, I do still think I'm going to continue to give this series a chance. Perhaps some of the problems that tripped me up in this instalment are dealt with in future books?

If you've read this entire series, please feel free to leave me a comment and let me know how this first book compares to the others in terms of the issues I've mentioned."
114,2,
